2026-05-23,67.44,39.65,104.00,64.00,10.0,270.0,83.5,63.98,67.55,0,,,,
2026-05-24,67.86,41.10,100.05,62.50,7.7,231.9,86.0,67.16,69.58,0,,,,
2026-05-25,69.56,42.35,99.88,61.50,9.2,276.9,86.8,67.30,71.28,0,,,,
2026-05-26,69.31,48.60,103.48,60.50,8.5,273.5,88.0,68.58,71.80,0,,,,
2026-05-27,65.14,39.20,104.00,60.50,12.3,225.0,85.9,67.04,68.17,3,,,,
2026-05-28,67.73,39.20,91.85,61.00,8.5,231.9,84.6,64.59,68.46,5,,,,
2026-05-29,70.53,44.45,103.68,62.00,9.6,259.6,84.5,67.10,71.82,0,,,,
2026-05-30,73.72,46.63,97.06,62.00,5.0,270.0,86.0,69.86,74.47,0,,,,
