2026-05-23,80.23,50.73,104.00,77.00,5.0,106.9,75.4,77.09,80.15,31,,Epic,,Good
2026-05-24,83.17,55.91,103.17,73.50,3.5,50.2,84.9,79.92,83.44,28,,Good,,Epic
2026-05-25,84.95,64.17,104.00,74.50,4.2,50.2,81.4,82.89,86.07,25,,Good,,Epic
2026-05-26,87.11,69.24,104.00,76.00,3.1,102.1,77.6,84.71,88.05,18,,Epic,,Epic
2026-05-27,83.08,57.93,104.00,74.50,6.5,166.2,88.1,85.08,85.47,48,,Good,Good,
2026-05-28,86.62,61.05,104.00,77.00,1.9,57.1,84.6,82.95,86.65,34,,Good,,Epic
2026-05-29,88.19,68.21,103.94,78.50,3.8,135.0,81.2,86.02,89.02,16,,Epic,,Good
2026-05-30,84.15,61.27,104.00,74.50,5.0,163.1,88.5,86.30,86.21,24,,Good,Good,
