2026-05-23,70.12,39.23,104.00,69.00,9.0,90.0,91.4,68.84,70.31,19,Good,,Good,
2026-05-24,72.31,42.25,104.00,73.00,9.5,169.6,87.3,69.93,71.78,36,Good,,Good,
2026-05-25,75.85,49.11,104.00,77.00,9.2,200.8,85.0,72.28,74.64,34,,Good,,
2026-05-26,79.12,61.35,104.00,76.00,6.6,200.8,87.3,75.59,78.74,34,,Good,,
2026-05-27,81.19,50.06,104.00,75.50,5.8,242.3,88.5,78.57,81.48,37,,Epic,,
2026-05-28,80.78,61.41,104.00,74.50,6.5,166.2,85.0,80.10,82.03,32,Good,,Good,
2026-05-29,76.39,51.85,104.00,70.00,11.2,51.9,78.9,79.01,80.34,11,,,,Good
2026-05-30,76.00,49.78,95.24,66.00,7.8,90.0,78.6,74.84,77.74,11,Good,,Good,
