2026-05-23,84.11,48.59,104.00,82.50,5.0,322.5,26.5,81.69,85.36,0,Good,,,
2026-05-24,82.88,51.20,103.92,73.50,6.2,320.2,43.6,81.78,84.83,0,Good,,,
2026-05-25,82.83,55.19,104.00,72.50,5.0,320.2,45.9,80.28,83.46,0,Good,,,
2026-05-26,79.95,59.14,104.00,68.50,7.3,320.2,49.0,79.22,81.91,0,Good,,,
2026-05-27,76.91,56.59,97.65,67.00,8.5,315.0,44.4,77.29,79.88,0,Good,,,
2026-05-28,76.65,58.39,102.71,67.50,4.6,202.5,45.2,75.79,78.29,4,,,Epic,
2026-05-29,78.15,58.71,102.78,70.00,4.6,301.2,46.5,75.33,78.77,2,Good,,,
2026-05-30,78.14,59.70,97.46,67.00,5.0,315.0,50.5,76.80,79.61,0,Good,,,
