2026-05-23,88.80,57.92,104.00,88.50,5.7,160.7,22.6,87.07,90.81,0,,Good,,
2026-05-24,89.85,54.29,103.70,84.00,4.2,128.1,34.0,87.76,91.29,1,Good,,Good,
2026-05-25,85.19,62.04,104.00,84.00,10.4,308.1,32.4,86.72,90.02,0,,,,Epic
2026-05-26,82.60,50.46,104.00,81.00,10.0,270.0,34.5,81.45,85.18,0,,Good,,Epic
2026-05-27,79.58,48.38,103.56,75.00,10.4,270.0,40.3,77.87,81.59,0,,Good,,Epic
2026-05-28,80.43,57.56,103.96,75.50,6.5,270.0,36.8,75.93,80.02,1,,Good,,Epic
2026-05-29,83.44,63.86,104.00,80.00,3.8,155.8,30.4,78.70,83.04,0,,Good,,
2026-05-30,84.44,65.34,104.00,78.00,5.0,270.0,35.0,82.20,85.80,0,,Good,,Epic
